桩号,填方面积(㎡),挖方面积(㎡),清表面积(㎡),清表左边界X,清表右边界X,top,CRR,C1,C2,G15,G7,top,CRR,C1,C2,G15,G17
K109+250,1.819,0.000,4.233,-6.749,7.331,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K109+275,3.238,0.000,5.125,-9.495,7.537,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K109+300,1.650,0.000,4.127,-6.858,6.893,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K109+325,3.214,0.000,4.234,-6.972,7.133,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K109+350,5.536,0.000,4.979,-9.390,7.205,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K109+375,6.995,0.000,5.021,-9.516,7.210,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K109+400,8.431,0.000,5.183,-9.886,7.385,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K109+425,7.628,0.000,5.107,-9.519,7.495,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K109+450,7.947,0.000,5.157,-9.664,7.518,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K109+475,6.569,0.000,5.024,-9.437,7.300,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K109+500,4.921,0.000,4.931,-9.328,7.096,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K109+525,2.870,0.000,4.832,-9.408,6.687,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K109+550,2.435,0.026,4.924,-9.807,6.572,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K109+575,1.080,1.162,4.917,-9.758,6.577,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K109+600,0.732,0.011,4.014,-6.751,6.623,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K109+625,1.375,0.094,3.999,-6.474,6.849,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K109+650,2.003,0.000,4.128,-6.741,7.011,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K109+675,2.306,0.000,4.188,-6.778,7.167,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K109+700,2.036,0.000,4.201,-6.859,7.132,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K109+725,0.659,0.074,4.037,-6.537,6.903,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K109+750,0.093,0.675,4.057,-6.594,6.909,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K109+775,0.218,0.283,4.088,-6.601,7.007,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K109+800,0.326,0.218,4.112,-6.856,6.837,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K109+825,0.000,1.893,3.905,-6.437,6.562,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K109+850,0.104,0.400,4.045,-6.669,6.800,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.788,0.834,0.880,0.926,0.972
K109+875,0.781,0.379,4.167,-6.687,7.183,0.253,0.789,0.837,0.884,0.932,0.979,0.252,0.786,0.829,0.873,0.916,0.959
K109+900,0.822,1.416,4.054,-6.270,7.228,0.253,0.791,0.841,0.891,0.941,0.990,0.252,0.784,0.825,0.866,0.907,0.949
K109+925,0.937,0.975,4.152,-6.343,7.469,0.253,0.791,0.841,0.891,0.941,0.991,0.252,0.784,0.825,0.866,0.907,0.948
K109+950,0.402,1.395,4.007,-6.326,7.016,0.253,0.790,0.838,0.886,0.934,0.982,0.252,0.785,0.828,0.870,0.912,0.955
K109+975,0.011,1.705,3.904,-6.302,6.691,0.253,0.789,0.837,0.884,0.932,0.979,0.252,0.787,0.832,0.877,0.922,0.966
K110+000,0.000,3.228,3.775,-6.402,6.169,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K110+025,0.000,3.281,3.649,-6.037,6.117,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K110+050,0.000,3.455,3.694,-6.351,5.954,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K110+075,0.000,4.481,3.639,-6.162,5.956,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K110+100,0.000,5.014,3.534,-5.944,5.823,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K110+125,0.000,4.514,3.591,-5.977,5.979,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K110+150,0.000,5.850,3.461,-5.723,5.802,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K110+175,0.000,7.601,3.809,-5.384,7.301,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K110+200,0.000,6.889,3.881,-5.714,7.204,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K110+225,0.000,6.426,3.893,-5.686,7.283,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K110+250,0.000,4.892,3.511,-5.803,5.886,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K110+275,0.000,3.734,3.661,-6.067,6.122,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K110+300,0.000,3.392,3.687,-6.089,6.188,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K110+325,0.000,1.952,3.773,-6.394,6.172,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K110+350,0.827,0.007,4.122,-6.874,6.852,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K110+375,3.148,0.000,4.937,-9.321,7.115,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K110+400,3.175,0.000,4.833,-9.156,6.941,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K110+425,3.676,0.000,4.903,-9.163,7.160,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K110+450,7.906,0.000,5.377,-10.448,7.428,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K110+475,9.671,0.000,5.480,-10.596,7.636,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K110+500,12.338,0.000,6.400,-10.769,10.511,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K110+525,13.102,0.000,6.357,-10.736,10.418,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K110+550,15.630,0.000,6.399,-11.024,10.276,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K110+575,15.801,0.000,6.322,-10.600,10.461,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K110+600,16.433,0.000,6.240,-10.234,10.555,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K110+625,18.329,0.000,6.351,-10.549,10.611,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K110+650,20.325,0.000,6.545,-10.827,10.974,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K110+675,21.593,0.000,6.528,-10.779,10.971,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K110+700,21.415,0.000,6.452,-10.701,10.800,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K110+725,23.019,0.000,6.585,-10.859,11.086,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K110+750,24.810,0.000,6.657,-11.082,11.102,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K110+775,24.067,0.000,6.960,-11.469,11.521,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K110+800,24.582,0.000,6.884,-11.338,11.550,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K110+825,24.143,0.000,6.725,-11.351,11.045,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K110+850,23.904,0.000,6.554,-11.131,10.701,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K110+875,25.512,0.000,6.705,-11.221,11.116,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K110+900,24.307,0.000,6.672,-11.231,10.993,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K110+925,19.481,0.000,6.360,-10.664,10.531,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K110+950,18.311,0.000,6.370,-10.540,10.683,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K110+975,18.287,0.000,6.436,-10.692,10.734,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K111+000,18.358,0.000,6.482,-10.514,10.905,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K111+025,17.501,0.000,6.392,-10.208,10.872,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K111+050,14.911,0.000,6.079,-9.544,10.505,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K111+075,15.908,0.000,6.776,-10.800,11.200,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K111+100,15.005,0.000,6.533,-10.618,10.941,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K111+125,15.986,0.000,6.589,-10.423,11.272,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K111+150,15.672,0.000,6.590,-10.665,11.035,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K111+175,13.929,0.000,6.308,-10.276,10.586,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K111+200,13.397,0.051,6.259,-10.138,10.468,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K111+225,12.868,0.134,6.349,-10.041,10.758,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K111+250,10.426,0.000,6.178,-9.987,10.539,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K111+275,9.660,0.000,6.374,-10.178,10.874,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K111+300,10.139,0.203,6.249,-10.002,10.591,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K111+325,11.793,0.000,6.283,-10.100,10.705,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K111+350,13.048,0.000,6.319,-10.295,10.607,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K111+375,12.918,0.002,6.245,-10.192,10.464,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K111+400,13.639,0.025,6.259,-10.197,10.497,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K111+425,14.006,0.000,6.311,-9.980,10.861,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K111+450,12.654,0.000,6.136,-10.023,10.365,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K111+475,14.686,0.000,6.342,-10.191,10.767,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K111+500,14.631,0.000,6.202,-10.219,10.333,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K111+525,16.175,0.000,6.528,-10.845,10.708,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K111+550,13.815,0.000,6.220,-9.764,10.726,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K111+575,15.606,0.000,6.576,-11.101,10.613,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K111+600,12.382,0.070,6.598,-11.036,10.555,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K111+625,14.722,0.000,6.293,-9.871,10.917,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K111+650,15.107,0.000,6.536,-10.568,10.886,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K111+675,15.009,0.000,6.338,-10.108,10.859,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K111+700,14.779,0.000,6.915,-10.546,11.131,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K111+725,11.362,0.000,6.070,-9.574,10.477,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K111+750,15.028,0.000,6.215,-9.786,10.696,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K111+775,15.980,0.000,6.252,-9.927,10.695,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K111+800,17.565,0.000,6.318,-9.927,10.880,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K111+825,19.178,0.000,6.431,-10.145,11.002,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K111+850,20.842,0.000,6.522,-10.197,11.292,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K111+875,23.266,0.000,6.436,-9.692,11.361,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K111+900,24.768,0.000,6.704,-10.562,11.509,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K111+925,25.801,0.000,6.553,-10.512,11.120,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K111+950,27.781,0.000,6.555,-10.363,11.267,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K111+975,29.608,0.000,6.756,-10.486,11.795,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K112+000,30.500,0.000,6.746,-10.258,11.956,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K112+025,31.609,0.000,7.499,-12.469,11.781,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K112+050,31.851,0.000,7.577,-12.501,12.015,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K112+075,32.577,0.000,7.391,-12.301,11.682,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K112+100,37.037,0.000,7.503,-12.376,12.129,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K112+125,33.006,0.000,7.437,-12.679,11.934,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K112+150,32.309,0.000,6.811,-10.665,11.721,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K112+175,35.842,0.000,7.568,-12.571,12.225,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K112+200,33.907,0.000,6.860,-10.375,12.097,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K112+225,30.592,0.000,6.688,-10.020,11.966,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K112+250,25.877,0.000,6.350,-9.430,11.310,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K112+275,24.734,0.000,6.410,-9.266,11.629,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K112+300,22.035,0.000,6.412,-10.062,11.040,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K112+325,20.334,0.000,6.486,-9.948,11.364,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K112+350,16.607,0.000,6.182,-9.384,10.934,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K112+375,14.405,0.000,6.055,-9.379,10.513,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K112+400,13.224,0.041,6.230,-9.997,10.574,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K112+425,11.263,0.000,6.103,-9.704,10.459,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K112+450,9.320,0.402,6.221,-9.504,10.754,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K112+475,8.072,0.000,5.322,-9.516,7.937,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K112+500,6.494,0.000,4.959,-9.369,7.058,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K112+525,5.107,0.000,4.855,-9.304,6.766,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K112+550,5.169,0.743,6.077,-9.178,10.495,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K112+575,5.321,0.037,5.820,-9.109,10.057,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K112+600,6.132,0.000,4.960,-9.028,7.406,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K112+625,6.079,0.000,4.864,-8.388,7.705,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K112+650,5.316,0.000,4.540,-7.308,7.742,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K112+675,4.943,0.000,4.446,-6.908,7.834,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K112+700,5.268,0.000,5.199,-9.346,7.864,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K112+725,4.877,0.000,4.739,-7.955,7.748,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K112+750,4.700,0.000,4.763,-7.857,7.917,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K112+775,3.651,0.000,4.601,-7.655,7.600,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K112+800,4.685,0.000,4.475,-7.209,7.580,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K112+825,5.402,0.000,4.846,-8.337,7.688,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K112+850,5.325,0.000,4.774,-8.243,7.577,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K112+875,5.007,0.000,4.372,-6.806,7.670,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K112+900,3.759,0.000,4.310,-6.871,7.436,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K112+925,3.171,0.029,4.170,-6.448,7.331,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K112+950,2.325,0.086,4.050,-6.293,7.104,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K112+975,1.038,2.105,5.200,-9.275,7.437,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K113+000,1.156,0.326,3.885,-6.056,6.815,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K113+025,0.264,2.838,4.935,-9.202,6.669,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K113+050,0.128,3.003,4.918,-9.258,6.607,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K113+075,0.040,2.171,3.614,-5.160,6.704,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K113+100,0.518,2.227,4.962,-9.312,6.810,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K113+125,0.561,1.530,4.929,-9.279,6.955,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K113+150,1.351,0.070,3.918,-6.321,6.635,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K113+175,1.234,0.163,3.854,-6.392,6.316,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K113+200,1.851,0.004,4.048,-6.788,6.637,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K113+225,1.458,0.084,3.926,-6.266,6.711,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K113+250,1.643,0.001,4.051,-6.651,6.771,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K113+275,0.992,0.410,4.535,-8.051,6.802,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K113+300,1.171,0.131,3.922,-6.256,6.729,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K113+325,1.525,0.212,3.946,-6.333,6.679,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K113+350,0.489,0.243,3.900,-6.373,6.549,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K113+375,0.428,0.466,3.874,-6.739,6.113,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K113+400,0.422,1.236,4.415,-7.872,6.525,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K113+425,1.331,0.102,4.050,-6.395,6.970,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K113+450,1.990,0.053,4.016,-6.374,6.899,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K113+475,2.405,0.153,4.158,-6.165,7.592,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K113+500,3.088,0.000,4.291,-6.967,7.232,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K113+525,4.489,0.000,4.583,-7.825,7.403,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K113+550,6.187,0.000,4.794,-8.311,7.601,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K113+575,8.564,0.000,5.421,-9.880,7.839,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K113+600,9.033,0.000,5.236,-9.661,7.609,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K113+625,9.069,0.000,5.394,-10.012,7.879,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K113+650,10.221,0.000,5.545,-9.866,8.506,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K113+675,10.893,0.000,5.961,-9.732,10.080,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K113+700,10.076,0.000,5.940,-9.564,10.078,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K113+725,11.239,0.000,5.908,-9.387,10.238,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K113+750,11.610,0.000,5.519,-9.750,8.595,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K113+775,13.820,0.000,6.091,-9.842,10.412,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K113+800,13.914,0.000,6.092,-9.762,10.440,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K113+825,14.928,0.000,6.347,-10.558,10.356,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K113+850,16.503,0.000,6.202,-9.990,10.613,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K113+875,17.528,0.000,6.301,-9.983,10.946,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K113+900,19.422,0.000,6.446,-10.304,11.119,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K113+925,21.365,0.000,6.581,-10.548,11.295,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
