桩号,填方面积(㎡),挖方面积(㎡),清表面积(㎡),清表左边界X,清表右边界X,top,CRR,C1,C2,G15,G7,top,CRR,C1,C2,G15,G17
K94+800,23.137,0.000,7.172,-12.008,11.582,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K94+825,23.847,0.000,7.298,-12.244,11.706,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K94+850,24.531,0.000,7.324,-12.195,11.740,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K94+875,23.554,0.000,7.297,-12.045,11.842,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K94+900,23.891,0.000,7.151,-12.306,11.267,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K94+925,23.992,0.000,7.366,-12.285,11.897,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K94+950,23.795,0.000,7.248,-12.059,11.745,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K94+975,22.691,0.000,7.271,-12.137,11.842,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K95+000,19.425,0.000,7.088,-12.097,11.311,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K95+025,23.542,0.000,7.207,-12.009,11.701,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K95+050,25.443,0.000,7.282,-12.289,11.689,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K95+075,25.890,0.000,7.386,-12.273,11.974,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K95+100,24.944,0.000,7.280,-12.130,11.932,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K95+125,25.394,0.000,7.089,-11.859,11.582,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K95+150,24.764,0.000,7.373,-12.217,11.898,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K95+175,24.482,0.000,7.417,-12.397,11.925,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K95+200,22.590,0.000,7.415,-12.535,11.766,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K95+225,23.672,0.000,7.267,-12.266,11.483,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K95+250,23.504,0.000,7.234,-11.980,11.701,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K95+275,26.116,0.000,7.396,-12.287,11.988,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K95+300,24.707,0.000,7.172,-11.936,11.585,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K95+325,24.610,0.000,7.291,-12.108,11.765,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K95+350,23.196,0.000,7.368,-12.289,11.877,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K95+375,23.678,0.000,7.157,-11.993,11.530,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K95+400,24.838,0.000,7.256,-12.068,11.764,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K95+425,24.502,0.000,7.167,-11.976,11.596,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K95+450,23.516,0.000,7.209,-11.833,11.778,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K95+475,22.805,0.000,7.109,-11.909,11.505,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K95+500,22.950,0.000,7.154,-11.964,11.631,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K95+525,22.471,0.000,7.107,-11.901,11.537,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K95+550,19.969,0.000,7.107,-11.687,11.634,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K95+575,17.724,0.020,7.047,-11.540,11.549,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K95+600,19.046,0.000,7.041,-11.571,11.532,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K95+625,21.679,0.000,7.007,-11.612,11.501,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K95+650,22.887,0.000,6.999,-11.646,11.344,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K95+675,23.488,0.000,7.159,-11.902,11.531,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K95+700,22.815,0.000,6.995,-11.778,11.280,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K95+725,24.049,0.000,7.130,-11.983,11.478,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K95+750,23.098,0.000,7.132,-11.972,11.532,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K95+775,23.085,0.000,7.101,-11.758,11.587,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K95+800,22.553,0.000,7.091,-11.889,11.493,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K95+825,23.572,0.000,7.195,-11.991,11.707,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K95+850,23.600,0.000,7.063,-11.938,11.350,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K95+875,23.055,0.000,7.186,-12.016,11.682,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K95+900,23.809,0.000,7.065,-11.850,11.436,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K95+925,23.714,0.000,7.195,-12.186,11.497,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K95+950,24.077,0.000,7.015,-11.846,11.316,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K95+975,24.038,0.000,7.108,-11.823,11.571,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K96+000,23.196,0.000,7.052,-11.957,11.420,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K96+025,22.974,0.000,7.187,-12.024,11.619,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K96+050,21.947,0.000,7.143,-12.012,11.577,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K96+075,21.987,0.000,7.089,-12.071,11.391,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K96+100,21.862,0.000,7.107,-11.917,11.586,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K96+125,19.872,0.000,7.329,-11.840,12.160,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K96+150,24.957,0.000,7.059,-11.983,11.464,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K96+175,24.535,0.000,7.076,-12.007,11.458,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K96+200,24.432,0.000,7.081,-11.966,11.418,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K96+225,24.042,0.000,7.146,-12.020,11.593,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K96+250,24.142,0.000,7.141,-12.010,11.594,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K96+275,24.150,0.000,7.053,-11.927,11.425,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K96+300,23.947,0.000,7.113,-11.993,11.521,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K96+325,23.735,0.000,7.170,-11.946,11.677,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K96+350,22.994,0.000,7.049,-11.798,11.564,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K96+375,23.627,0.000,7.172,-11.981,11.714,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K96+400,24.870,0.000,6.937,-11.650,11.399,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K96+425,22.508,0.000,7.079,-11.782,11.586,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K96+450,21.847,0.000,6.901,-11.723,11.084,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K96+475,23.488,0.000,7.078,-11.897,11.460,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K96+500,23.927,0.000,7.089,-11.800,11.594,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K96+525,24.535,0.000,7.008,-11.856,11.306,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K96+550,22.970,0.000,7.020,-11.854,11.366,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K96+575,23.548,0.000,7.108,-11.903,11.540,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K96+600,24.130,0.000,7.147,-12.074,11.565,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K96+625,25.194,0.000,7.118,-12.029,11.446,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K96+650,23.404,0.000,7.100,-12.069,11.386,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K96+675,23.778,0.000,7.102,-11.977,11.519,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K96+700,24.018,0.000,6.969,-11.896,11.215,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K96+725,25.198,0.000,7.035,-11.966,11.350,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K96+750,24.625,0.000,7.151,-12.032,11.638,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K96+775,24.149,0.000,7.059,-11.980,11.366,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K96+800,24.213,0.000,7.062,-11.847,11.515,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K96+825,22.708,0.000,7.060,-11.719,11.670,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K96+850,22.335,0.000,7.021,-11.626,11.628,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K96+875,21.020,0.000,7.004,-11.614,11.548,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K96+900,19.552,0.000,6.905,-11.419,11.415,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K96+925,16.905,0.000,6.849,-11.311,11.324,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K96+950,15.368,0.000,6.760,-11.324,11.035,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K96+975,13.585,0.000,6.658,-11.281,10.765,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K97+000,10.685,0.038,6.557,-10.999,10.613,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K97+025,7.132,0.000,6.286,-10.430,10.378,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K97+050,6.785,0.000,6.243,-10.246,10.399,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K97+075,6.584,0.042,6.030,-9.771,10.196,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K97+100,6.704,0.012,5.954,-9.611,10.151,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K97+125,5.723,0.000,4.975,-9.164,7.337,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K97+150,5.189,0.000,5.024,-9.281,7.390,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K97+175,3.936,0.000,4.221,-6.836,7.168,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K97+200,4.345,0.010,4.994,-9.372,7.044,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K97+225,5.493,0.000,5.044,-9.379,7.283,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K97+250,6.603,0.000,5.111,-9.503,7.410,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K97+275,7.795,0.120,6.001,-9.675,10.178,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K97+300,8.184,0.000,5.256,-9.830,7.550,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K97+325,8.632,0.000,5.303,-9.828,7.778,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K97+350,8.191,0.080,5.957,-9.580,10.169,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K97+375,7.796,0.171,5.947,-9.448,10.192,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K97+400,7.626,0.123,5.919,-9.469,10.150,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K97+425,8.187,0.000,5.842,-9.398,9.994,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K97+450,7.584,0.000,4.957,-9.056,7.355,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K97+475,6.834,0.000,4.425,-6.737,7.916,0.253,0.790,0.837,0.885,0.932,0.980,0.252,0.787,0.832,0.877,0.922,0.966
K97+500,5.086,0.000,4.925,-6.923,9.437,0.253,0.791,0.840,0.889,0.939,0.988,0.252,0.785,0.828,0.870,0.912,0.955
K97+525,4.949,0.031,5.213,-6.907,10.375,0.253,0.793,0.844,0.895,0.946,0.997,0.252,0.784,0.824,0.864,0.904,0.945
K97+550,6.245,0.000,5.114,-9.396,7.612,0.253,0.793,0.844,0.895,0.946,0.997,0.252,0.784,0.824,0.864,0.904,0.945
K97+575,8.673,0.000,5.122,-6.823,10.233,0.253,0.793,0.844,0.895,0.946,0.997,0.252,0.784,0.824,0.864,0.904,0.945
K97+600,2.662,0.293,5.037,-6.493,10.243,0.253,0.793,0.844,0.895,0.946,0.997,0.252,0.784,0.824,0.864,0.904,0.945
K97+625,2.984,0.728,4.882,-6.225,10.030,0.253,0.793,0.844,0.895,0.946,0.997,0.252,0.784,0.824,0.864,0.904,0.945
K97+650,2.059,1.051,4.229,-6.218,7.772,0.253,0.793,0.844,0.895,0.946,0.997,0.252,0.784,0.824,0.864,0.904,0.945
K97+675,1.033,2.262,3.725,-5.813,6.524,0.253,0.793,0.844,0.895,0.946,0.997,0.252,0.784,0.824,0.864,0.904,0.945
K97+700,0.052,2.922,3.835,-5.895,6.818,0.253,0.792,0.843,0.893,0.943,0.994,0.252,0.784,0.825,0.866,0.907,0.948
K97+725,0.108,2.896,3.767,-5.948,6.508,0.253,0.791,0.839,0.888,0.937,0.985,0.252,0.786,0.829,0.872,0.915,0.958
K97+750,0.000,2.882,3.723,-6.407,5.916,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.788,0.834,0.879,0.925,0.970
K97+775,0.000,3.406,3.589,-6.410,5.435,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K97+800,0.025,2.191,3.739,-6.587,5.738,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K97+825,0.933,0.469,4.144,-6.762,6.996,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K97+850,2.611,0.062,4.713,-9.196,6.351,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K97+875,4.529,1.883,6.080,-9.295,10.287,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K97+900,5.581,0.596,6.242,-9.991,10.401,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K97+925,9.552,1.110,6.741,-10.865,10.550,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K97+950,11.450,0.474,6.662,-10.653,10.525,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K97+975,15.598,0.308,6.733,-10.551,10.991,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K98+000,8.546,0.265,6.189,-9.521,10.106,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K98+025,12.161,0.000,6.213,-10.295,9.797,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K98+050,12.931,0.567,6.467,-10.243,10.552,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K98+075,13.466,0.442,6.245,-9.468,10.390,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K98+100,15.787,0.503,6.747,-10.791,10.833,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K98+125,15.502,0.801,6.817,-10.611,11.070,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K98+150,15.928,0.000,5.535,-10.534,7.629,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K98+175,16.919,0.000,5.655,-10.756,7.798,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K98+200,15.700,0.403,6.744,-10.692,10.932,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K98+225,16.204,0.000,5.668,-10.373,7.957,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K98+250,14.490,0.000,5.546,-10.399,7.870,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K98+275,13.133,2.766,6.579,-10.484,10.301,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K98+300,8.400,0.000,5.088,-9.951,6.896,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K98+325,5.425,0.123,4.787,-9.605,6.168,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K98+350,4.729,0.052,5.183,-9.760,7.429,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K98+375,2.647,0.662,4.877,-9.338,6.854,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K98+400,1.254,1.706,4.750,-9.272,6.492,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K98+425,0.768,2.922,4.624,-9.224,6.120,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K98+450,1.635,2.121,4.687,-9.407,6.139,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K98+475,0.849,1.831,4.644,-9.227,6.179,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K98+500,1.071,3.128,4.779,-9.490,6.313,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K98+525,2.204,1.398,4.869,-9.520,6.592,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K98+550,3.232,0.973,5.008,-10.179,6.370,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K98+575,4.218,0.135,5.058,-10.261,6.352,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K98+600,3.311,0.417,5.131,-10.072,6.827,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K98+625,4.481,0.064,4.958,-10.036,6.326,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K98+650,7.090,0.000,5.239,-10.389,6.980,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K98+675,9.018,0.000,5.353,-10.847,6.866,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K98+700,12.810,0.000,5.493,-11.428,6.746,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K98+725,14.877,0.001,5.461,-11.198,6.641,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K98+750,19.157,0.000,6.811,-11.984,10.540,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K98+775,15.971,0.989,6.988,-11.609,10.870,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K98+800,17.158,0.744,6.802,-11.439,10.678,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K98+825,13.901,0.200,6.605,-10.952,10.170,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K98+850,10.070,0.256,6.582,-11.171,10.024,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K98+875,10.847,0.000,6.621,-11.086,10.506,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K98+900,10.821,0.000,6.378,-10.997,10.003,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K98+925,12.858,0.000,5.581,-10.720,7.734,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K98+950,12.594,0.000,5.671,-10.837,7.914,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K98+975,9.522,1.332,6.530,-10.665,10.461,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K99+000,9.259,0.000,5.278,-10.262,7.212,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K99+025,10.284,0.000,5.361,-10.478,7.282,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K99+050,9.074,0.000,5.347,-10.689,6.918,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K99+075,8.496,0.000,5.280,-10.245,7.232,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K99+100,7.261,0.000,5.163,-10.225,6.905,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K99+125,7.314,0.060,5.042,-10.313,6.358,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K99+150,5.729,0.093,4.845,-9.680,6.373,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K99+175,3.631,0.180,4.733,-9.478,6.195,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K99+200,2.624,0.116,4.818,-9.512,6.486,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K99+225,2.420,0.256,4.721,-9.576,6.089,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K99+250,0.937,0.389,4.657,-9.337,6.096,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K99+275,1.138,0.346,4.804,-9.855,5.994,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K99+300,1.477,0.490,4.724,-9.833,5.789,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K99+325,1.195,0.564,4.599,-9.476,5.754,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K99+350,2.197,0.636,4.668,-9.683,5.749,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K99+375,1.363,0.475,4.627,-9.540,5.765,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K99+400,1.806,0.311,4.955,-10.043,6.326,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K99+425,3.437,1.222,5.063,-10.808,5.961,0.253,0.788,0.833,0.878,0.924,0.969,0.253,0.789,0.837,0.884,0.932,0.979
K99+450,3.717,2.241,5.328,-11.072,6.532,0.252,0.786,0.829,0.871,0.914,0.957,0.253,0.790,0.839,0.887,0.935,0.984
K99+475,6.488,0.298,5.605,-11.642,6.839,0.252,0.785,0.826,0.868,0.910,0.951,0.253,0.791,0.840,0.889,0.938,0.986
